id,question,choice_1,answer_1,choice_2,answer_2,choice_3,answer_3,choice_4,answer_4,choice_5,answer_5,media_exist,media_name,description
355,Navbat bilan yalt-yalt etib turuvchi ikkita qizil yoritgichlar quyidagi ma'noga ega:,Harakatni taqiqlaydi,True,Boshqa haydovchilarga qatnov qismiga maxsus transport vositalarining o'tganligini xabar qiladi,False,Alohida ehtiyotkorlik bilan harakatlanishga ruxsat etadi,False,,,,,True,355,"YHQ 7-bobining 31-bandi 6-xatboshiga va 37-bandiga asosan, qizil chiroq, shu jumladan, miltillovchi qizil chiroq harakatni taqiqlaydi; temir yo'l kesishmalarida svetoforning miltillovchi qizil ishorasi bilan bir vaqtda piyodalarning kesishma orqali harakatlanishi taqiqlanganligi to'g'risida xabar beruvchi tovushli ishora ham berilishi mumkin."
356,Shlagbaumni o'zboshimchalik bilan ochish yoki aylanib o'tishga ruxsat beriladimi?,"Ruxsat beriladi, faqat svetofor o'chgan bo'lsa",False,Taqiqlanadi,True,,,,,,,False,1,"YHQ 18-bobining 118-bandiga muvofiq, temir yo'l kesishmasiga shlagbaum yopiq bo'lganda yoki yopilayotganda kirish taqiqlanadi. 7-xatboshiga asosan, shlagbaumni o'zboshimchalik bilan ochish taqiqlanadi."
357,"Siz uchta boʻlagi boʻlgan ikki tomonlama harakatli yoʻl bo'ylab ketayapsiz, oʻrta boʻlakka oʻtishga qanday holda ruxsat etiladi?",Faqat quvib o'tish uchun,False,Faqat aylanib o'tish uchun,False,Faqat chapga burilish yoki orqaga qayrilish uchun,False,Barcha sanab oʻtilgan hollarda,True,,,False,1,"YHQ 10-bobining 66-bandiga muvofiq, harakat ikki tomonlama bo'lgan uchta bo'lakli (1.9 chizig'i bilan belgilangandan tashqari) yoʻllarda oʻrta bo'lakka faqat quvib o'tish, chapga burilish, qayrilib olish va aylanib o'tish uchungina chiqishga ruxsat etiladi. Qarama-qarshi yo'nalishdagi harakatlanish uchun mo'ljallangan chetki chap bo'lakka chiqish taqiqlanadi."
358,"Avtomobilning taniqlik belgisi bo'lganda, yo'lning mazkur qismida qanday yuqori tezlik bilan harakatlanishiga ruxsat etiladi?",70 km/s,True,90 km/s,False,100 km/s,False,,,,,True,358,"YHQ 29-bobining 176-bandi 2-xatboshiga muvofiq, haydovchilarga quyidagilar taqiqlanadi:tezlikni transport vositasiga oʻrnatilgan 'Tezlik cheklangan' taniqlik belgisida ko'rsatilganidan oshirish ta'qiqlanadi."
359,Bosh miya va kalla suyagi oʻrtacha holatda jarohatlangan jabrlanuvchini transportning qaysi turida tashish kerak?,Yo'lovchi yengil avtomobilida,False,Yo'lovchi yuk avtomobilida,False,Faqat tez tibbiy yordam mashinasida,True,,,,,False,1,Bosh miya suyagi shikastlangan jabrlanuvchi faqat maxsus jihozlangan tez tibbiy yordam yoki qutqarish xizmati avtomobillarida tashiladi.
360,Quyidagi holatda haydovchi piyodalarga yoʻl berishi lozimmi?,На,True,Yo'q,False,,,,,,,True,360,"YHQ 20-bobining 123-bandiga muvofiq, turar joy dahalari (kirish va chiqish 5.39 va 5.38 yo'l belgilari bilan belgilangan hududlar)da piyodalarga trotuarlar hamda qatnov qismida harakatlanishga ruxsat etiladi. Bunda piyodalar imtiyozga ega bo'ladilar, biroq ular transport vositalarining harakatlanishiga asossiz xalaqit bermasliklari kerak."
361,«Avtomagistral» belgisi bilan belgilangan yoʻlda piyodalarning harakatlanishiga ruxsat etiladimi?,Taqiqlanadi,True,Transport vositalarining harakatlanishiga qarama-qarshi faqat aholi punktlaridan tashqarida yurishga ruxsat etiladi,False,Transport vositalarining harakatlanishi bo'ylab faqat aholi punktlaridan tashqarida yurishga ruxsat etiladi,False,,,,,False,1,"YHQ 18-bobining 18.1-bandiga muvofiq, avtomagistrallarda piyodalar, uy hayvonlari, ot-aravalar, velosipedlar, mopedlar, traktorlar va o'zi yurar mashinalar, texnik tavsifnomasiga yoki holatiga ko'ra tezligi soatiga 40 kilometrdan kam boʻlgan transport vositalarining harakatlanishi taqiqlanadi."
362,Bu belgi o'rnatilgan yo'lda kajavali mototsiklni shatakka olishga ruxsat etiladimi?,Tirkamasi bittadan ortiq boʻlmagan mototsiklga ruxsat etiladi,False,Faqat qattiq ulagichda ruxsat etiladi,False,Taqiqlanadi,True,Sirpanchiqda taqiqlanadi,False,,,True,362,"YHQ 1-ilovasi 3-bo'limi 3.7 belgi talabiga muvofiq, «Tirkama bilan harakatlanish taqiqlanadi». Avtopoyezdlarning harakatlanishi va manyovr qilishi qiyin bo'lgan tor ko'chalar oldida o'rnatilib, tirkamali, yarim tirkamali avtomobil va traktorlarning hamda barcha turdagi transport vositalarining shatakka olib harakatlanishini taqiqlaydi."
363,Bu yotiq chiziq nimani bildiradi?,"Mazkur yo'nalishda harakatlanish bo'lagi soni kamaya borib, qatnov qismining torayishini",False,"Kesib o'tiladigan yo'l bo'ylab harakatlanayotgan transport vositasiga yo'l berar ekan, haydovchi zarur holda qayerda to'xtashi kerak bo'lgan joyni",True,To'xtash taqiqlangan joyga yaqinlashganlikni,False,,,,,True,363,"YHQ 2-ilovasining 1-boʻlimidagi 1.13 chizig'i kesishayotgan yo'lda harakatlanayotgan transport vositalariga yo'l berish uchun to'xtash zarur bo'lganda, haydovchiga transport vositasini to'xtash joyini ko'rsatadi."
364,Qaysi joylarda orqa bilan harakatlanish taqiqlanadi?,Bir tomonlama harakatli yo'llarda,False,"Ko'priklarda, osma yoʻllarda, estakadalarda va ularning ostida",False,Togʻlik yoʻllarda,False,"Avtomagistrallarda, chorrahalarda va qayrilib olish taqiqlanganjoylarda",True,Sanab o'tilgan barcha joylarda,False,False,1,"YHQ 9-bobining 63 bandiga asosan orqaga harakatlanish chorrahalarda va Qoidalarning 62-bandiga muvofiq qayrilib olish taqiqlangan joylarda hamda 19-bobining 121-bandiga asosan, avtomagistrallarda orqaga harakatlanish taqiqlanadi."
365,Tramvay haydovchisi harakatlanayotganida svetoforning ushbu ishorasiga muvofiq boshqa yo'nalishlardan harakatlanayotgan transport vositalariga yo'l berishi kerakmi?,Kerak,True,Kerak emas,False,,,,,,,True,365,"YHQ 15-bobining 100-bandiga muvofiq, svetoforning qizil yoki sariq ishorasi bilan bir vaqtda yongan qo'shimcha tarmoqning yashil ishorasi yo'naltirgich yo'nalishida harakatlanayotgan transport vositasining haydovchisi boshqa yo'nalishlardan harakatlanayotgan transport vositalariga yo'l berishi kerak."
366,Transport vositalariga sidirg'a oq chiziq bilan ajratilgan va «Belgilangan yo'nalishdagi transport vositalari uchun mo'ljallangan bo'lak» yo'l belgisi bilan belgilangan yo'lning o'ng bo'lagida to'xtab turishga ruxsat etiladimi?,"Agar to'xtab turishni taqiqlovchi belgi bo'lmasa, ruxsat etiladi",False,Taqiqlanadi,True,Faqat shu hududdagi korxonaga xizmat qiladigan yoki yaqin o'rtadagi uylarda yashaydigan fuqarolarga qarashli avtomobillarga ruxsat etiladi,False,,,,,False,1,"YHQ 22-bobining 132-bandiga muvofiq, agar avtomobil yoʻlining biror-bir bo'lagi belgilangan yo'nalishdagi transport vositalarining harakatlanishi uchun 5.9 yoki 5.10.1-5.10.3 belgilari bilan ajratilgan bo'lsa, u holda bu bo'lakdan boshqa transport vositalarining harakatlanishlari taqiqlanadi."
367,Bunday yo'l belgisi oʻrnatilgan yo'l qismlarida mototsikllarga qanday yuqori tezlik bilan harakatlanishga ruxsat etiladi?,60 km/s,False,70 km/s,False,80 km/s,True,90 km/s,False,100 km/s,False,True,367,"YHQ 11-bobining 79-bandi 3-xatboshiga muvofiq, avtobuslar (shaharlararo va mikroavtobuslardan tashqari), tirkamali yengil avtomobillar, mototsikllar, ruxsat etilgan to'la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillariga tezlikni soatiga 80 kilometrdan oshirmasdan harakatlanishga ruxsat etilgan."
368,Qaysi transport vositasining haydovchisi yo'l berishi kerak?,Tramvay haydovchisi,False,Yuk avtomobilining haydovchisi,False,Har ikki avtomobil haydovchisi,True,,,,,True,368,"YHQ 16-bobi 104-bandiga muvofiq, teng ahamiyatga ega boʻlgan yoʻllar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ngdan yaqinlashib kelayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham oʻzaro amal qilishlari kerak. Bunday chorrahalarda, keyingi harakat yo'nalishidan qat'i nazar, tramvay relasiz transport vositalariga nisbatan oldin o'tish huquqiga ega bo'ladi."
369,Serqatnov harakatda transport vositasini keskin tormozlash:,Orqadan kelayotganlarning urilib ketishini keltirib chiqarishi mumkin,True,Avtomobilning faqat texnik holatida ko'rinadi,False,Serqatnov harakatda boshqarishning odatdagi usuli hisoblanadi,False,,,,,False,1,"YHQ 11-bobining 81-bandiga muvofiq, yoʻl-transport hodisasining oldini olish zaruriyati bo'lmaganda keskin tormoz berish taqiqlanadi."
370,"Qanday holatlarda tashilayotgan yuk ishora taxtachalari yoki bayroqchalar bilan kunning qorong'i vaqtida, yetarli ko'rinmaydigan sharoitlarda esa yorugʻlik qaytargich yoki chiroqlar bilan belgilanadi?",Yuk transport vositasining oʻlchamidan oldinda yoki orqada 1 metrdan ko'p chiqib qolganda,True,"Yuk transport vositasining o'lchamidan orqada 0,8 metr chiqib qolganda",False,,,,,,,False,1,"YHQ 27-bobining 163-bandiga muvofiq, transport vositasining gabaritlaridan old yoki orqa tomonga bir metrdan, gabarit chiroqlarining chetki qismidan 0,4 metrdan ortiq chiqib turgan yuk ushbu Qoidalarning 176-bandiga muvofiq, «Katta o'lchamli yuk» belgisi bilan belgilanishi, qorong'i vaqtda va yetarlicha koʻrinmaydigan sharoitda esa bunga qo'shimcha qilib oldi oq chiroq yoki yorug'lik qaytargich, orqasi esa qizil chiroq yoki yorugʻlik qaytargich bilan belgilanishi kerak."
371,Qatnov qismi tomonidan yo'lovchilarning tushishi va chiqishiga qaysi hollarda ruxsat etiladi?,Transport vositasi majburiy to'xtaganda,False,"Haydovchining hohishiga ko'ra shu shart bilanki, bu xavf-xatardan xoli boʻlsa va boshqa harakat qatnashchilariga xalaqit bermasa",False,"Trotuar tomondan yoki yo'l yoqasidan iloji bo'lmasa shu shart bilanki, bu hol xavf-xatarsiz bo'lsa va boshqa harakat qatnashchilariga xalaqit bermasa",True,,,,,False,1,"YHQ 5-bobining 23-bandi 2-xatboshisiga muvofiq, yoʻlovchilarning transport vositalaridan trotuar yoki yo'l yoqasi tomonidan tushishi yoki ularga chiqishining iloji bo'lmagan taqdirda qatnov qismida amalga oshirilishi mumkin, bunda ular boshqa yo'l harakati qatnashchilariga xalaqit bermasligi va xavf tug'dirmasligi kerak."
372,Yuk avtomobilining qaysi yo'nalishda harakatlanishiga ruxsat etiladi?,Faqat o'ngga,False,"O‘ngga, chapga va qayrilib olishga",True,Faqat chapga,False,,,,,True,372,"YHQ 1-ilovasining 5-boʻlimidagi 5.30.1 belgi, «Yuk avtomobillari uchun harakatlanish yo'nalishi», chorrahada yuk avtomobillari, traktorlar va oʻziyurar moslamalarga biror yo'nalishda harakatlanish taqiqlangan bo'lsa, bunday transport vositalariga tavsiya etilgan harakatlanish yo'nalishlarini ko'rsatadi."
373,Bu yotiq chiziq bildiradi:,Ko'rsatilgan yo'nalishlarda harakatlanishni taqiqlaydi,False,Chorrahada bo'laklar bo'ylab ruxsat etilgan harakat yo'nalishlarini ko'rsatadi,True,Harakat barcha yo'nalishlarda ruxsat etilgan yoʻllarning kesishmasiga yaqinlashganlikni,False,,,,,True,373,"YHQ 2-ilovasining 1-boʻlimidagi 1.18 chizig'i, chorrahada va kesishmalar oldida bo'laklar bo'yicha qatnov qismining yuzasiga chizilgan yo'naltirgich, mustaqil ravishda yoki «Boʻlaklar bo'yicha harakatlanishning yo'nalishi» (5.8.1, 5.8.2) axborot-ishora belgilari bilan qo'llanib, transport vositalariga boʻlaklar bo'yicha ruxsat etilgan yoʻnalishni ko'rsatadi."
374,Transport vositalari chorrahani quyidagi tartibda kesib o'tadilar:,"Yengil avtomobil, avtobus, velosiped",False,"Avtobus, velosiped, yengil avtomobil",False,"Avtobus, yengil avtomobil, velosiped",False,"Velosiped, avtobus, yengil avtomobil",True,,,True,374,"YHQ 16-bobi 104, 106-bandlariga asosan, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yo'nalishidan qat'i nazar, asosiy yo'ldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak. YHQ 16-bobi 107 bandiga asosan, chapga burilishda yoki qayrilib olishda relssiz transport vositasining haydovchisi teng ahamiyatli yo'ldan qarama-qarshi yo'nalishdan to'g'riga yoki o'ngga harakatlanayotgan, shuningdek, ruxsat etilgan hollarda quvib o'tayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay havdovchilari ham o'zaro amal qilishlari kerak."
375,Rasmda ko'rsatilgan holatda qizil avtomobilning haydovchisi qanday yo'l tutishi kerak?,Svetoforning ruxsat ishorasini kutishi va to'g'riga o'tishi,False,O‘ngga burilish ishorasini yoqishi va o'ngga burilishi,True,Chapga burilish ishorasini yoqishi va o'ng qatorni bo'shatishi,False,,,,,True,375,"Yo'naltirgich ko'rinishidagi qizil, sariq va yashil rangli svetofor ishoralari ham doira shaklidagi svetofor ishoralari bilan bir xil ma'noga ega bo'ladi. Ular faqat ko'rsatilgan yo'nalishga ta'sir etadi. Qo'shimcha tarmoqdagi yashil yo'naltirgich ham xuddi shu ma'noni bildiradi. Ushbu holatda qizil avtomobil haydovchisi o'ngga burilayotgan oq avtomobil haydovchisiga halaqit bermaganda, svetoforning yashil rangi yonishini kutishi mumkin edi. Shuning uchun qizil avtomobil haydovchisi o'ngga burilish koʻrsatkichini yoqib, o'ngga burilishi lozim."
376,Temir yo'l kesishmasi oldida to'xtagandan keyin harakatni boshlashdan oldin haydovchi:,Harakat xavfsizligini ta'minlovchi tezlik bilan kesishma orqali harakatni boshlashi kerak,False,Birinchi uzatmada kesishmadan o'tishi kerak,False,Yaqinlashib kelayotgan poyezdning yo'qligiga ishonch hosil qilishi kerak,True,,,,,False,1,"YHQ 18-bobining 117-bandiga asosan, temir yo'l kesishmasiga yaqinlashib kelayotgan haydovchi yo'l belgilari va chiziqlariga, svetofor ishoralariga, shlagbaum holatiga, kesishma navbatchisining ko'rsatmalariga amal qilishi, yaqinlashib kelayotgan poyezd (lokomotiv, drezina) yoʻqligiga ishonch hosil qilishi shart."
377,Shunday yo'l belgisi bilan belgilangan yo'l qismlarida shaharlararo boʻlmagan avtobuslarning qanday yuqori tezlik bilan harakatlanishiga ruxsat etiladi?,50 km/s,False,60 km/s,False,70 km/s,False,80 km/s,True,90 km/s,False,True,377,"YHQ 11-bobining 79-bandi 3-xatboshisiga muvofiq, aholi punktlaridan tashqarida - boshqa avtobuslar, tirkamali yengil avtomobillar, mototsikllar, ruxsat etilgan to'la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillariga tezlikni soatiga 80 kilometrdan oshirmasdan harakatlanishga ruxsat etiladi."
378,Qaysi transport vositalarining haydovchilari to'xtab turish qoidasini buzdilar?,Yengil avtomobil haydovchisi,False,Yuk avtomobili haydovchisi,False,Har ikki haydovchi,True,,,,,True,378,"YHQ 1-ilovasining 3-boʻlimidagi 3.28 belgi - «To'xtab turish taqiqlangan» belgisi transport vositalarining to'xtab turishini taqiqlaydi. YHQ 13-bobi 88-bandi 3-xatboshisiga asosan, ruxsat etilgan to'la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillariga faqat yuk ortish va yuk tushirish uchungina toʻxtab turishga ruxsat etiladi."
379,Sirpanchiq yoʻlda harakatlanayotganda karbyuratorning drossel zaslonkasini birdaniga ochish xavfi nimadan iborat?,Yurgizgich o'chib qoladi,False,Yonilg'i sarfi ancha ortadi,False,Avtomobilning yonga sirpanishi vujudga kelishi mumkin,True,Yurgizgich tirsakli val aylanishining maksimal chastotasini oshiradi,False,,,False,1,"Sirpanchiq yoʻlda sirpanish hollari birdan tezlik oshirilganda, yetakchi g'ildiraklarining o'rnidan jilmay aylanishi (charx urishi) kelib chiqadi. Bu holda sirpanish sabablarini bartaraf qilish, ya'ni yonilg'i o'tishini boshqaruvchi tepkisini (drossel zaslonkasini) bosishni kamaytirish lozim."
380,Qaysi hollarda avtomobillar ushbu taniqlik belgilari bilan belgilanadi?,Xavfli yuklar tashiyotganda,False,Nogironlar boshqarayotganda,False,Kar-soqov yoki kar haydovchilar boshqarayotganda,True,Ikki yilgacha haydovchilik ish davriga ega bo'lgan haydovchilar boshqarayotganda,False,,,True,380,"YHQ 29-bobi 176-bandiga asosan, «Kar haydovchi» – kar-soqov yoki kar haydovchi boshqarayotgan transport vositasining old va orqa tomonlariga diametri 40 millimetr bo'lgan uchta qora doira tushirilgan diametri 160 millimetrni tashkil etgan sariq rangli doira shaklidagi belgi."
381,Piyodalar oʻtish joyidan tashqarida yoʻlning qatnov qismidan ajratuvchi boʻlak boʻlganda piyodalarning o'tishlariga ruxsat etiladimi?,Yoʻlning har ikki tomoni ko'rinadigan joylarda ruxsat etiladi,False,Faqat aholi punktlaridan tashqarida ruxsat etiladi,False,Faqat aholi punktlarida ruxsat etiladi,False,Taqiqlanadi,True,,,False,1,"YHQ 4-bobi 17-bandi 2-xatboshisiga asosan, ko'rinadigan oraliqda o'tish joyi yoki chorraha bo'lmasa, ajratuvchi boʻlaksiz va to'siqsiz yoʻllarda piyodalarga yo'lning ikki tomoni yaxshi koʻrinadigan joyidan qatnov qismining chetiga nisbatan to'g'ri burchak ostida kesib o'tishlariga ruxsat etiladi."
382,Ushbu belgi quyida sanab o'tilgan yuk avtomobillarining qaysilariga harakatni davom ettirishni taqiqlamaydi?,"Yuk ko'tarish 3,5 tonnadan ortiq boʻlgan avtomobillarga",False,"Ruxsat etilgan to'la vazni 3,5 tonnadan ortiq boʻlgan avtomobillarga",False,Xavfli yuk tashiyotgan avtomobillarga,False,Yukxonasiga qiya oq chiziq tortilgan yuk avtomobillariga,True,,,True,382,"YHQ 1-ilovasining 3-bo'limidagi 3.4 belgi - «Yuk avtomobillarining harakatlanishi taqiqlangan» belgisida cheklangan vazn ko'rsatilmagan bo'lsa, bu belgi to'la vazni 3,5 tonnadan yuqori bo'lgan barcha yuk avtomobillarining, barcha traktorlarning, o'zi yurar mashina va mexanizmlarning harakatlaninshini taqiqlaydi. Bu belgi ta'sir oralig'ida yashovchi va ishlovchilarga daxldor emas, shuningdek, bortlariga qiya oq chiziq tortilgan yoki odamlarni tashiyotgan yuk avtomobillarining harakatlanishini taqiqlamaydi."
383,Reversiv svetoforlar boʻlmaganda yoki ular o'chirib qo'yilganda ikkitali uzuq-uzuq chiziqni kesib oʻtishga ruxsat etiladimi?,"Agar u haydovchining chap tomonida boʻlsa, ruxsat etiladi",False,"Agar u haydovchining o'ng tomonida bo'lsa, ruxsat etiladi",True,Istalgan tomondan ruxsat etiladi,False,Taqiqlanadi,False,,,True,383,"YHQ 2-ilovasining 1-boʻlimidagi 1.9 chizig'i reversiv harakatlanishda qatnov qismining chegarasini belgilaydi; reversiv svetofor o'chirilgan bo'lsa, qarama-qarshi yo'nalishdagi transport vositalarining oqimini ajratib turadi. Reversiv svetofor yo'q boʻlsa yoki oʻchirilgan boʻlsa, chiziq haydovchining o'ng tarafida bo'lsagina, uni kesib o'tishga ruxsat etiladi."
384,Qaysi transport vositasi haydovchisi birinchi bo'lib harakatlanish huquqiga ega?,Avtomobil haydovchisi,False,Velosiped haydovchisi,True,,,,,,,True,384,"YHQ 16-bobi 104-bandiga asosan, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yo'nalishidan qat'i nazar, asosiy yo'ldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak."
385,Svetoforning bu ishorasida qaysi transport vositasining harakatlanishiga ruxsat etilgan?,"Tramvay, sariq va qizil avtomobilga",False,Sariq va qizil avtomobillarga,True,Barcha transport vositalariga,False,,,,,True,385,"YHQ 7-bobi 32-bandi 3-xatboshisiga muvofiq, qo'shimcha tarmoqdagi ishora o'chirilgan bo'lsa, shu tarmoq tartibga solayotgan yo'nalishda harakatlanish taqiqlanganligini bildiradi."
386,Aholi punktlarida avtobus yoki trolleybus haydovchisi harakatni bekatdan boshlaydi. U:,Uni aylanib o'tayotgan transport vositasiga yo'l berishi kerak,False,"Imtiyozdan foydalanib, belgilangan yo'nalishda harakatni boshlashi kerak",False,Unga yo'l berilganligiga ishonch hosil qilgach harakatni boshlashi kerak,True,,,,,False,1,"YHQ 22-bobi 133-bandiga asosan, haydovchilar aholi punktlarida bekatdan harakatlanishni boshlayotgan avtobus va trolleybuslarga yo'l berishlari kerak. Oʻz navbatida avtobus va trolleybus haydovchilari o'zlariga yo'l berilganligiga ishonch hosil qilganliklaridan keyingina harakatlanishni boshlashlari mumkin."
387,Qaysi transport vositasi haydovchisi to'xtab turish qoidasini buzdi?,Ko'k avtomobil haydovchisi,False,Qizil avtomobil haydovchisi,False,Har ikki haydovchi buzdi,True,Har ikki haydovchi ham buzmadi,False,,,True,387,"YHQ 1-ilovasining 3-boʻlimidagi 3.28 belgi - «Toʻxtab turish taqiqlanadi» belgisi transport vositalarining toʻxtab turishini taqiqlaydi. YHQ 13-bo'lim 91-bandi 9-xatboshisiga asosan, transport vositasi svetofor ishoralarini boshqa haydovchilardan to'sib qo'yadigan, piyodalar yoki boshqa transport vositalariga xalaqit beradigan joylarda to'xtab turishni taqiqlaydi."
